BdiBd21-3.1G0000200.1	Bradi1g00200
BdiBd21-3.1G0490500.2	Bradi1g36236
BdiBd21-3.1G0490500.3	Bradi1g36236
BdiBd21-3.1G0490600.1	Bradi1g36242
BdiBd21-3.1G0490800.1	Bradi1g36250
BdiBd21-3.1G0490800.2	Bradi1g36250
BdiBd21-3.1G0490900.1	Bradi1g36260
BdiBd21-3.1G0491000.1	Bradi1g36270
BdiBd21-3.1G0491100.1	Bradi1g36277
BdiBd21-3.1G0491300.1	Bradi1g36290
BdiBd21-3.1G0491400.1	Bradi1g36300
BdiBd21-3.1G0491500.1	Bradi1g36310
BdiBd21-3.1G0491600.1	Bradi1g36320
BdiBd21-3.1G0491800.1	Bradi1g36330
BdiBd21-3.1G0491900.1	Bradi1g36340
BdiBd21-3.1G0492000.1	Bradi1g36350
BdiBd21-3.1G0492100.1	Bradi1g36361
BdiBd21-3.1G0492200.1	Bradi1g36371
BdiBd21-3.1G0492300.1	Bradi1g36380
BdiBd21-3.1G0492300.2	Bradi1g36380
BdiBd21-3.1G0492400.1	Bradi1g36387
BdiBd21-3.1G0492400.2	Bradi1g36387
BdiBd21-3.1G0492500.1	Bradi1g36400
BdiBd21-3.1G0492600.1	Bradi1g36410
BdiBd21-3.1G0492800.1	Bradi1g36420
BdiBd21-3.1G0492800.2	Bradi1g36420
BdiBd21-3.1G0492900.1	Bradi1g36430
BdiBd21-3.1G0493000.1	Bradi1g36441
BdiBd21-3.1G0493100.1	Bradi1g36450
BdiBd21-3.1G0493200.1	Bradi1g36455
BdiBd21-3.1G0493300.1	Bradi1g36460
BdiBd21-3.1G0493300.2	Bradi1g36460
BdiBd21-3.1G0493300.3	Bradi1g36460
BdiBd21-3.1G0493400.1	Bradi1g36467
BdiBd21-3.1G0493400.2	Bradi1g36467
BdiBd21-3.1G0493400.3	Bradi1g36467
BdiBd21-3.1G0493500.1	Bradi1g36480
BdiBd21-3.1G0493500.2	Bradi1g36480
BdiBd21-3.1G0493600.1	Bradi1g36490
BdiBd21-3.1G0494200.1	Bradi1g36516
BdiBd21-3.1G0494300.1	Bradi1g36520
BdiBd21-3.1G0494300.2	Bradi1g36520
BdiBd21-3.1G0494300.3	Bradi1g36520
BdiBd21-3.1G0494400.1	Bradi1g36525
BdiBd21-3.1G0494500.1	Bradi1g36530
BdiBd21-3.1G0494600.1	Bradi1g36536
BdiBd21-3.1G0494600.2	Bradi1g36536
BdiBd21-3.1G0494700.1	Bradi1g36539
BdiBd21-3.1G0494800.1	Bradi1g36542
BdiBd21-3.1G0494800.2	Bradi1g36542
BdiBd21-3.1G0494900.1	Bradi1g36550
BdiBd21-3.1G0494900.2	Bradi1g36550
BdiBd21-3.1G0495000.1	Bradi1g36560
BdiBd21-3.1G0495000.2	Bradi1g36560
BdiBd21-3.1G0495000.3	Bradi1g36560
BdiBd21-3.1G0495000.4	Bradi1g36560
BdiBd21-3.1G0495000.5	Bradi1g36560
BdiBd21-3.1G0495000.6	Bradi1g36560
BdiBd21-3.1G0495100.1	Bradi1g36566
BdiBd21-3.1G0495200.1	Bradi1g36572
BdiBd21-3.1G0495200.2	Bradi1g36572
BdiBd21-3.1G0495200.3	Bradi1g36572
BdiBd21-3.1G0495200.4	Bradi1g36572
BdiBd21-3.1G0495300.1	Bradi1g36580
BdiBd21-3.1G0495300.2	Bradi1g36580
BdiBd21-3.1G0495300.3	Bradi1g36580
BdiBd21-3.1G0495400.1	Bradi1g36585
BdiBd21-3.1G0495500.1	Bradi1g36590
BdiBd21-3.1G0495600.1	Bradi1g36601
BdiBd21-3.1G0495700.1	Bradi1g36610
BdiBd21-3.1G0495800.1	Bradi1g36620
BdiBd21-3.1G0495900.1	Bradi1g36630
BdiBd21-3.1G0496000.1	Bradi1g36640
BdiBd21-3.1G0496100.1	Bradi1g36650
BdiBd21-3.1G0496200.1	Bradi1g36660
BdiBd21-3.1G0496300.1	Bradi1g36670
BdiBd21-3.1G0496400.1	Bradi1g36676
BdiBd21-3.1G0496500.1	Bradi1g36690
BdiBd21-3.1G0496600.1	Bradi1g36700
BdiBd21-3.1G0496800.1	Bradi1g36720
BdiBd21-3.1G0496900.1	Bradi1g36730
BdiBd21-3.1G0496900.2	Bradi1g36730
BdiBd21-3.1G0497000.1	Bradi1g36740
BdiBd21-3.1G0497100.1	Bradi1g36750
BdiBd21-3.1G0497200.1	Bradi1g36752
BdiBd21-3.1G0497300.1	Bradi1g36755
BdiBd21-3.1G0497500.1	Bradi1g36770
BdiBd21-3.1G0497800.1	Bradi1g36776
BdiBd21-3.1G0497900.1	Bradi1g36782
BdiBd21-3.1G0498000.1	Bradi1g36790
BdiBd21-3.1G0498100.1	Bradi1g36795
BdiBd21-3.1G0498200.1	Bradi1g36797
BdiBd21-3.1G0498300.1	Bradi1g36800
BdiBd21-3.1G0498400.1	Bradi1g36810
BdiBd21-3.1G0498400.2	Bradi1g36810
BdiBd21-3.1G0498400.3	Bradi1g36810
BdiBd21-3.1G0498400.4	Bradi1g36810
BdiBd21-3.1G0498400.5	Bradi1g36810
BdiBd21-3.1G0498500.1	Bradi1g36812
BdiBd21-3.1G0498500.2	Bradi1g36812
BdiBd21-3.1G0498500.3	Bradi1g36812
BdiBd21-3.1G0498500.4	Bradi1g36812
BdiBd21-3.1G0498700.1	Bradi1g36820
BdiBd21-3.1G0498800.1	Bradi1g36830
BdiBd21-3.1G0498900.1	Bradi1g36840
BdiBd21-3.1G0499000.1	Bradi1g36847
BdiBd21-3.1G0499200.1	Bradi1g36851
BdiBd21-3.1G0499300.1	Bradi1g36855
BdiBd21-3.1G0499400.1	Bradi1g36860
BdiBd21-3.1G0499400.2	Bradi1g36860
BdiBd21-3.1G0499600.1	Bradi1g36880
BdiBd21-3.1G0499700.1	Bradi1g36890
BdiBd21-3.1G0499800.1	Bradi1g36900
BdiBd21-3.1G0499900.1	Bradi1g36907
BdiBd21-3.1G0500100.1	Bradi1g36920
BdiBd21-3.1G0500100.2	Bradi1g36920
BdiBd21-3.1G0500300.1	Bradi1g36930
BdiBd21-3.1G0500400.1	Bradi1g36941
BdiBd21-3.1G0500500.1	Bradi1g36950
BdiBd21-3.1G0500500.2	Bradi1g36950
BdiBd21-3.1G0500600.1	Bradi1g36960
BdiBd21-3.1G0500600.2	Bradi1g36960
BdiBd21-3.1G0500600.3	Bradi1g36960
BdiBd21-3.1G0500600.4	Bradi1g36960
BdiBd21-3.1G0500600.5	Bradi1g36960
BdiBd21-3.1G0500600.6	Bradi1g36960
BdiBd21-3.1G0500900.1	Bradi1g36977
BdiBd21-3.1G0501000.1	Bradi1g36980
BdiBd21-3.1G0501500.1	Bradi1g36990
BdiBd21-3.1G0501600.1	Bradi1g37000
BdiBd21-3.1G0501700.1	Bradi1g37010
BdiBd21-3.1G0501800.1	Bradi1g37020
BdiBd21-3.1G0501900.1	Bradi1g37030
BdiBd21-3.1G0502000.1	Bradi1g37040
BdiBd21-3.1G0502000.2	Bradi1g37040
BdiBd21-3.1G0502100.1	Bradi1g37050
BdiBd21-3.1G0502200.1	Bradi1g37070
BdiBd21-3.1G0502300.1	Bradi1g37080
BdiBd21-3.1G0502400.1	Bradi1g37090
BdiBd21-3.1G0502500.1	Bradi1g37100
BdiBd21-3.1G0502600.1	Bradi1g37106
BdiBd21-3.1G0502700.1	Bradi1g37112
BdiBd21-3.1G0502800.1	Bradi1g37120
BdiBd21-3.1G0502900.1	Bradi1g37130
BdiBd21-3.1G0503000.1	Bradi1g37140
BdiBd21-3.1G0503100.1	Bradi1g37150
BdiBd21-3.1G0503200.1	Bradi1g37160
BdiBd21-3.1G0503400.1	Bradi1g37175
BdiBd21-3.1G0503500.1	Bradi1g37176
BdiBd21-3.1G0503700.1	Bradi1g37190
BdiBd21-3.1G0503800.1	Bradi1g37200
BdiBd21-3.1G0503900.1	Bradi1g37205
BdiBd21-3.1G0503900.2	Bradi1g37205
BdiBd21-3.1G0504000.1	Bradi1g37210
BdiBd21-3.1G0504100.1	Bradi1g37220
BdiBd21-3.1G0504200.1	Bradi1g37230
BdiBd21-3.1G0504200.2	Bradi1g37230
BdiBd21-3.1G0504200.3	Bradi1g37230
BdiBd21-3.1G0504300.1	Bradi1g37236
BdiBd21-3.1G0504400.1	Bradi1g37242
BdiBd21-3.1G0504500.1	Bradi1g37250
BdiBd21-3.1G0504600.1	Bradi1g37270
BdiBd21-3.1G0504700.1	Bradi1g37280
BdiBd21-3.1G0504800.1	Bradi1g37290
BdiBd21-3.1G0505000.1	Bradi1g37300
BdiBd21-3.1G0505100.1	Bradi1g37304
BdiBd21-3.1G0505300.1	Bradi1g37311
BdiBd21-3.1G0505300.2	Bradi1g37311
BdiBd21-3.1G0505300.3	Bradi1g37311
BdiBd21-3.1G0505500.1	Bradi1g37330
BdiBd21-3.1G0505500.2	Bradi1g37330
BdiBd21-3.1G0505500.3	Bradi1g37330
BdiBd21-3.1G0505600.1	Bradi1g37337
BdiBd21-3.1G0505800.1	Bradi1g37343
BdiBd21-3.1G0505900.1	Bradi1g37350
BdiBd21-3.1G0506000.1	Bradi1g37360
BdiBd21-3.1G0506100.1	Bradi1g37365
BdiBd21-3.1G0506200.1	Bradi1g37370
BdiBd21-3.1G0506300.1	Bradi1g37377
BdiBd21-3.1G0506300.2	Bradi1g37377
BdiBd21-3.1G0506400.1	Bradi1g37390
BdiBd21-3.1G0506700.1	Bradi1g37400
BdiBd21-3.1G0506800.1	Bradi1g37410
BdiBd21-3.1G0506900.1	Bradi1g37420
BdiBd21-3.1G0507000.1	Bradi1g37430
BdiBd21-3.1G0507100.1	Bradi1g37450
BdiBd21-3.1G0507200.1	Bradi1g37460
BdiBd21-3.1G0507300.1	Bradi1g37470
BdiBd21-3.1G0507400.1	Bradi1g37480
BdiBd21-3.1G0507500.1	Bradi1g37485
BdiBd21-3.1G0507600.1	Bradi1g37490
BdiBd21-3.1G0507600.2	Bradi1g37490
BdiBd21-3.1G0507700.1	Bradi1g37500
BdiBd21-3.1G0507800.1	Bradi1g37510
BdiBd21-3.1G0507800.2	Bradi1g37510
BdiBd21-3.1G0507900.1	Bradi1g37520
BdiBd21-3.1G0507900.2	Bradi1g37520
BdiBd21-3.1G0508000.1	Bradi1g37530
BdiBd21-3.1G0508100.1	Bradi1g37540
BdiBd21-3.1G0508200.1	Bradi1g37544
BdiBd21-3.1G0508300.1	Bradi1g37547
BdiBd21-3.1G0508300.2	Bradi1g37547
BdiBd21-3.1G0508300.3	Bradi1g37547
BdiBd21-3.1G0508300.4	Bradi1g37547
BdiBd21-3.1G0508400.1	Bradi1g37560
BdiBd21-3.1G0508500.1	Bradi1g37562
BdiBd21-3.1G0508600.1	Bradi1g37565
BdiBd21-3.1G0508800.1	Bradi1g37571
BdiBd21-3.1G0508900.1	Bradi1g37576
BdiBd21-3.1G0508900.2	Bradi1g37576
BdiBd21-3.1G0508900.3	Bradi1g37576
BdiBd21-3.1G0508900.4	Bradi1g37576
BdiBd21-3.1G0509000.1	Bradi1g37579
BdiBd21-3.1G0509100.1	Bradi1g37582
BdiBd21-3.1G0509200.1	Bradi1g37587
BdiBd21-3.1G0509300.1	Bradi1g37590
BdiBd21-3.1G0509300.2	Bradi1g37590
BdiBd21-3.1G0509400.1	Bradi1g37600
BdiBd21-3.1G0509500.1	Bradi1g37623
BdiBd21-3.1G0509600.1	Bradi1g37626
BdiBd21-3.1G0509700.1	Bradi1g37632
BdiBd21-3.1G0509800.1	Bradi1g37635
BdiBd21-3.1G0509900.1	Bradi1g37639
BdiBd21-3.1G0510000.1	Bradi1g37642
BdiBd21-3.1G0510100.1	Bradi1g37646
BdiBd21-3.1G0510100.2	Bradi1g37646
BdiBd21-3.1G0510200.1	Bradi1g37650
BdiBd21-3.1G0510300.1	Bradi1g37660
BdiBd21-3.1G0510500.1	Bradi1g37667
BdiBd21-3.1G0510500.2	Bradi1g37667
BdiBd21-3.1G0510600.1	Bradi1g37679
BdiBd21-3.1G0510700.1	Bradi1g37692
BdiBd21-3.1G0510700.2	Bradi1g37692
BdiBd21-3.1G0510700.3	Bradi1g37692
BdiBd21-3.1G0510700.4	Bradi1g37692
BdiBd21-3.1G0510700.5	Bradi1g37692
BdiBd21-3.1G0510800.1	Bradi1g37700
BdiBd21-3.1G0511000.1	Bradi1g37710
BdiBd21-3.1G0511100.1	Bradi1g37720
BdiBd21-3.1G0511200.1	Bradi1g37730
BdiBd21-3.1G0511300.1	Bradi1g37736
BdiBd21-3.1G0511400.1	Bradi1g37742
BdiBd21-3.1G0511500.1	Bradi1g37750
BdiBd21-3.1G0511500.2	Bradi1g37750
BdiBd21-3.1G0511500.3	Bradi1g37750
BdiBd21-3.1G0511500.4	Bradi1g37750
BdiBd21-3.1G0511600.1	Bradi1g37760
BdiBd21-3.1G0511600.2	Bradi1g37760
BdiBd21-3.1G0511700.1	Bradi1g37770
BdiBd21-3.1G0511700.2	Bradi1g37770
BdiBd21-3.1G0511900.1	Bradi1g37775
BdiBd21-3.1G0512000.1	Bradi1g37780
BdiBd21-3.1G0512000.2	Bradi1g37780
BdiBd21-3.1G0512100.1	Bradi1g37781
BdiBd21-3.1G0512100.2	Bradi1g37781
BdiBd21-3.1G0512200.1	Bradi1g37783
BdiBd21-3.1G0512300.1	Bradi1g37786
BdiBd21-3.1G0512400.1	Bradi1g37790
BdiBd21-3.1G0512500.1	Bradi1g37794
BdiBd21-3.1G0512700.1	Bradi1g37800
BdiBd21-3.1G0512800.1	Bradi1g37810
BdiBd21-3.1G0513000.1	Bradi1g37821
BdiBd21-3.1G0513100.1	Bradi1g37826
BdiBd21-3.1G0513300.1	Bradi1g37830
BdiBd21-3.1G0513400.1	Bradi1g37834
BdiBd21-3.1G0513500.1	Bradi1g37840
BdiBd21-3.1G0513500.2	Bradi1g37840
BdiBd21-3.1G0513600.1	Bradi1g37850
BdiBd21-3.1G0513700.1	Bradi1g37860
BdiBd21-3.1G0513700.2	Bradi1g37860
BdiBd21-3.1G0513700.3	Bradi1g37860
BdiBd21-3.1G0513800.1	Bradi1g37870
BdiBd21-3.1G0513800.2	Bradi1g37870
BdiBd21-3.1G0513800.3	Bradi1g37870
BdiBd21-3.1G0513800.4	Bradi1g37870
BdiBd21-3.1G0514300.1	Bradi1g37880
BdiBd21-3.1G0514400.1	Bradi4g10652
BdiBd21-3.1G0514500.1	Bradi1g37890
BdiBd21-3.1G0514600.1	Bradi1g37898
BdiBd21-3.1G0514700.1	Bradi1g37907
BdiBd21-3.1G0514800.1	Bradi1g37911
BdiBd21-3.1G0514900.1	Bradi1g37915
BdiBd21-3.1G0515000.1	Bradi1g37920
BdiBd21-3.1G0515000.2	Bradi1g37920
BdiBd21-3.1G0515000.3	Bradi1g37920
BdiBd21-3.1G0515000.4	Bradi1g37920
BdiBd21-3.1G0515100.1	Bradi1g37930
BdiBd21-3.1G0515200.1	Bradi1g37940
BdiBd21-3.1G0515200.10	Bradi1g37940
BdiBd21-3.1G0515200.2	Bradi1g37940
BdiBd21-3.1G0515200.3	Bradi1g37940
BdiBd21-3.1G0515200.4	Bradi1g37940
BdiBd21-3.1G0515200.5	Bradi1g37940
BdiBd21-3.1G0515200.6	Bradi1g37940
BdiBd21-3.1G0515200.7	Bradi1g37940
BdiBd21-3.1G0515200.8	Bradi1g37940
BdiBd21-3.1G0515200.9	Bradi1g37940
BdiBd21-3.1G0515300.1	Bradi1g37947
BdiBd21-3.1G0515400.1	Bradi1g37953
BdiBd21-3.1G0515500.1	Bradi1g37960
BdiBd21-3.1G0515700.1	Bradi1g37967
BdiBd21-3.1G0515700.2	Bradi1g37967
BdiBd21-3.1G0515700.3	Bradi1g37967
BdiBd21-3.1G0515700.4	Bradi1g37967
BdiBd21-3.1G0515700.5	Bradi1g37967
BdiBd21-3.1G0515700.6	Bradi1g37967
BdiBd21-3.1G0515700.7	Bradi1g37967
BdiBd21-3.1G0515700.8	Bradi1g37967
BdiBd21-3.1G0515900.1	Bradi1g37977
BdiBd21-3.1G0516000.1	Bradi1g37990
BdiBd21-3.1G0516100.1	Bradi1g38000
BdiBd21-3.1G0516100.10	Bradi1g38000
BdiBd21-3.1G0516100.2	Bradi1g38000
BdiBd21-3.1G0516100.3	Bradi1g38000
BdiBd21-3.1G0516100.4	Bradi1g38000
BdiBd21-3.1G0516100.5	Bradi1g38000
BdiBd21-3.1G0516100.6	Bradi1g38000
BdiBd21-3.1G0516100.7	Bradi1g38000
BdiBd21-3.1G0516100.8	Bradi1g38000
BdiBd21-3.1G0516100.9	Bradi1g38000
BdiBd21-3.1G0516200.1	Bradi1g38010
BdiBd21-3.1G0516300.1	Bradi1g38025
BdiBd21-3.1G0516300.2	Bradi1g38025
BdiBd21-3.1G0516400.1	Bradi1g38040
BdiBd21-3.1G0516400.2	Bradi1g38040
BdiBd21-3.1G0516600.1	Bradi1g38050
BdiBd21-3.1G0516800.1	Bradi1g38070
BdiBd21-3.1G0516900.1	Bradi1g38080
BdiBd21-3.1G0517000.1	Bradi1g38090
BdiBd21-3.1G0517100.1	Bradi1g38100
BdiBd21-3.1G0517200.1	Bradi1g38105
BdiBd21-3.1G0517300.1	Bradi1g38110
BdiBd21-3.1G0517400.1	Bradi1g38111
BdiBd21-3.1G0517500.1	Bradi1g38112
BdiBd21-3.1G0517600.1	Bradi1g38113
BdiBd21-3.1G0517900.1	Bradi1g38118
BdiBd21-3.1G0518000.1	Bradi1g38120
BdiBd21-3.1G0518100.1	Bradi1g38140
BdiBd21-3.1G0518100.2	Bradi1g38140
BdiBd21-3.1G0518300.1	Bradi1g38150
BdiBd21-3.1G0518400.1	Bradi1g38155
BdiBd21-3.1G0518500.1	Bradi1g38160
BdiBd21-3.1G0518600.1	Bradi1g38170
BdiBd21-3.1G0518700.1	Bradi1g38180
BdiBd21-3.1G0518800.1	Bradi1g38183
BdiBd21-3.1G0519000.1	Bradi1g38186
BdiBd21-3.1G0519100.1	Bradi1g38190
BdiBd21-3.1G0519200.1	Bradi1g38200
BdiBd21-3.1G0519300.1	Bradi1g38205
BdiBd21-3.1G0519400.1	Bradi1g38210
BdiBd21-3.1G0519500.1	Bradi1g38227
BdiBd21-3.1G0519600.1	Bradi1g38238
BdiBd21-3.1G0519700.1	Bradi1g38244
BdiBd21-3.1G0519800.1	Bradi1g38250
BdiBd21-3.1G0519900.1	Bradi1g38260
BdiBd21-3.1G0520000.1	Bradi1g38270
BdiBd21-3.1G0520100.1	Bradi1g38275
BdiBd21-3.1G0520200.1	Bradi1g38280
BdiBd21-3.1G0520200.2	Bradi1g38280
BdiBd21-3.1G0520300.1	Bradi1g38290
BdiBd21-3.1G0520400.1	Bradi1g38297
BdiBd21-3.1G0520400.2	Bradi1g38297
BdiBd21-3.1G0520500.1	Bradi1g38303
BdiBd21-3.1G0520600.1	Bradi1g38310
BdiBd21-3.1G0520700.1	Bradi1g38317
BdiBd21-3.1G0520900.1	Bradi1g38321
BdiBd21-3.1G0521000.1	Bradi1g38325
BdiBd21-3.1G0521100.1	Bradi1g38330
BdiBd21-3.1G0521600.1	Bradi1g38340
BdiBd21-3.1G0521700.1	Bradi1g38350
BdiBd21-3.1G0521900.1	Bradi1g38360
BdiBd21-3.1G0522000.1	Bradi1g38370
BdiBd21-3.1G0522100.1	Bradi1g38380
BdiBd21-3.1G0522200.1	Bradi1g38390
BdiBd21-3.1G0522300.1	Bradi1g38400
BdiBd21-3.1G0522300.2	Bradi1g38400
BdiBd21-3.1G0522400.1	Bradi1g38410
BdiBd21-3.1G0522600.1	Bradi1g38420
BdiBd21-3.1G0522800.1	Bradi1g38490
BdiBd21-3.1G0522900.1	Bradi1g38525
BdiBd21-3.1G0523000.1	Bradi1g38577
BdiBd21-3.1G0523100.1	Bradi1g38630
BdiBd21-3.1G0523100.2	Bradi1g38630
BdiBd21-3.1G0523200.1	Bradi1g38640
BdiBd21-3.1G0523400.1	Bradi1g38650
BdiBd21-3.1G0523500.1	Bradi1g38660
BdiBd21-3.1G0523500.2	Bradi1g38660
BdiBd21-3.1G0523600.1	Bradi1g38670
BdiBd21-3.1G0523600.2	Bradi1g38670
BdiBd21-3.1G0523700.1	Bradi1g38680
BdiBd21-3.1G0523700.2	Bradi1g38680
BdiBd21-3.1G0523700.3	Bradi1g38680
BdiBd21-3.1G0523700.4	Bradi1g38680
BdiBd21-3.1G0523700.5	Bradi1g38680
BdiBd21-3.1G0523800.1	Bradi1g38683
BdiBd21-3.1G0524000.1	Bradi1g38687
BdiBd21-3.1G0524000.2	Bradi1g38687
BdiBd21-3.1G0524000.3	Bradi1g38687
BdiBd21-3.1G0524000.4	Bradi1g38687
BdiBd21-3.1G0524100.1	Bradi1g38700
BdiBd21-3.1G0524200.1	Bradi1g38702
BdiBd21-3.1G0524300.1	Bradi1g38705
BdiBd21-3.1G0524400.1	Bradi1g38711
BdiBd21-3.1G0524500.1	Bradi1g38715
BdiBd21-3.1G0524600.1	Bradi1g38720
BdiBd21-3.1G0524700.1	Bradi1g38730
BdiBd21-3.1G0524700.2	Bradi1g38730
BdiBd21-3.1G0525400.1	Bradi1g38740
BdiBd21-3.1G0525700.1	Bradi1g38748
BdiBd21-3.1G0525800.1	Bradi1g38755
BdiBd21-3.1G0525900.1	Bradi1g38760
BdiBd21-3.1G0526000.1	Bradi1g38770
BdiBd21-3.1G0526000.2	Bradi1g38770
BdiBd21-3.1G0526100.1	Bradi1g38780
BdiBd21-3.1G0526100.2	Bradi1g38780
BdiBd21-3.1G0526200.1	Bradi1g38786
BdiBd21-3.1G0526300.1	Bradi1g38790
BdiBd21-3.1G0526400.1	Bradi1g38813
BdiBd21-3.1G0526600.1	Bradi1g38859
BdiBd21-3.1G0526700.1	Bradi1g38874
BdiBd21-3.1G0526800.1	Bradi1g38889
BdiBd21-3.1G0527000.1	Bradi1g38905
BdiBd21-3.1G0527200.1	Bradi1g38928
BdiBd21-3.1G0527400.1	Bradi1g38974
BdiBd21-3.1G0527500.1	Bradi1g39000
BdiBd21-3.1G0527600.1	Bradi1g39003
BdiBd21-3.1G0527700.1	Bradi1g39006
BdiBd21-3.1G0527800.1	Bradi1g39010
BdiBd21-3.1G0527900.1	Bradi1g39020
BdiBd21-3.1G0528000.1	Bradi1g39030
BdiBd21-3.1G0528000.2	Bradi1g39030
BdiBd21-3.1G0528100.1	Bradi1g39040
BdiBd21-3.1G0528200.1	Bradi1g39042
BdiBd21-3.1G0528300.1	Bradi1g39044
BdiBd21-3.1G0528500.1	Bradi1g39048
BdiBd21-3.1G0528600.1	Bradi1g39059
BdiBd21-3.1G0528700.1	Bradi1g39070
BdiBd21-3.1G0528700.2	Bradi1g39070
BdiBd21-3.1G0528800.1	Bradi1g39082
BdiBd21-3.1G0528900.1	Bradi1g39090
BdiBd21-3.1G0529000.1	Bradi1g39097
BdiBd21-3.1G0529300.1	Bradi1g39105
BdiBd21-3.1G0529400.1	Bradi1g39110
BdiBd21-3.1G0529500.1	Bradi1g39120
BdiBd21-3.1G0529600.1	Bradi1g39130
BdiBd21-3.1G0529700.1	Bradi1g39141
BdiBd21-3.1G0529800.1	Bradi1g39150
BdiBd21-3.1G0529800.2	Bradi1g39150
BdiBd21-3.1G0529800.3	Bradi1g39150
BdiBd21-3.1G0529900.1	Bradi1g39160
BdiBd21-3.1G0530000.1	Bradi1g39167
BdiBd21-3.1G0530000.2	Bradi1g39167
BdiBd21-3.1G0530200.1	Bradi1g39180
BdiBd21-3.1G0530300.1	Bradi1g39185
BdiBd21-3.1G0530300.2	Bradi1g39185
BdiBd21-3.1G0530300.3	Bradi1g39185
BdiBd21-3.1G0530500.1	Bradi1g39190
BdiBd21-3.1G0530500.2	Bradi1g39190
BdiBd21-3.1G0530600.1	Bradi1g05804
BdiBd21-3.1G0530700.1	Bradi1g39220
BdiBd21-3.1G0530900.1	Bradi1g39231
BdiBd21-3.1G0531000.1	Bradi1g39238
BdiBd21-3.1G0531100.1	Bradi1g39247
BdiBd21-3.1G0531200.1	Bradi1g39260
BdiBd21-3.1G0531200.2	Bradi1g39260
BdiBd21-3.1G0531300.1	Bradi1g39270
BdiBd21-3.1G0531400.1	Bradi1g39276
BdiBd21-3.1G0531600.1	Bradi1g39290
BdiBd21-3.1G0531700.1	Bradi1g39305
BdiBd21-3.1G0532100.1	Bradi1g39346
BdiBd21-3.1G0532200.1	Bradi1g39363
BdiBd21-3.1G0532300.1	Bradi1g39436
BdiBd21-3.1G0532300.2	Bradi1g39436
BdiBd21-3.1G0532300.3	Bradi1g39436
BdiBd21-3.1G0532300.4	Bradi1g39436
BdiBd21-3.1G0532300.5	Bradi1g39436
BdiBd21-3.1G0532300.6	Bradi1g39436
BdiBd21-3.1G0532300.7	Bradi1g39436
BdiBd21-3.1G0532300.8	Bradi1g39436
BdiBd21-3.1G0532500.1	Bradi1g39472
BdiBd21-3.1G0532500.2	Bradi1g39472
BdiBd21-3.1G0532700.1	Bradi1g39510
BdiBd21-3.1G0532800.1	Bradi1g39520
BdiBd21-3.1G0532800.2	Bradi1g39520
BdiBd21-3.1G0532800.3	Bradi1g39520
BdiBd21-3.1G0532900.1	Bradi1g39570
BdiBd21-3.1G0533300.1	Bradi1g39671
BdiBd21-3.1G0533400.1	Bradi1g39720
BdiBd21-3.1G0533600.1	Bradi1g39920
BdiBd21-3.1G0533700.1	Bradi1g39924
BdiBd21-3.1G0533800.1	Bradi1g39927
BdiBd21-3.1G0533900.1	Bradi1g39938
BdiBd21-3.1G0534100.1	Bradi1g39950
BdiBd21-3.1G0534500.1	Bradi1g40150
BdiBd21-3.1G0534600.1	Bradi1g40178
BdiBd21-3.1G0534700.1	Bradi1g40206
BdiBd21-3.1G0534900.1	Bradi1g40235
BdiBd21-3.1G0535200.1	Bradi1g40262
BdiBd21-3.1G0535400.1	Bradi1g40290
BdiBd21-3.1G0535400.2	Bradi1g40290
BdiBd21-3.1G0535600.1	Bradi1g40350
BdiBd21-3.1G0535600.2	Bradi1g40350
BdiBd21-3.1G0535600.3	Bradi1g40350
BdiBd21-3.1G0535600.4	Bradi1g40350
BdiBd21-3.1G0535600.5	Bradi1g40350
BdiBd21-3.1G0535700.1	Bradi1g40407
BdiBd21-3.1G0535700.2	Bradi1g40407
BdiBd21-3.1G0535700.3	Bradi1g40407
BdiBd21-3.1G0535800.1	Bradi1g40435
BdiBd21-3.1G0535800.2	Bradi1g40435
BdiBd21-3.1G0535900.1	Bradi1g40464
BdiBd21-3.1G0536100.1	Bradi1g40543
BdiBd21-3.1G0536100.2	Bradi1g40543
BdiBd21-3.1G0536200.1	Bradi1g40622
BdiBd21-3.1G0536200.2	Bradi1g40622
BdiBd21-3.1G0536200.3	Bradi1g40622
BdiBd21-3.1G0536200.4	Bradi1g40622
BdiBd21-3.1G0536500.1	Bradi1g40710
BdiBd21-3.1G0536600.1	Bradi1g40732
BdiBd21-3.1G0536800.1	Bradi1g40754
BdiBd21-3.1G0536900.1	Bradi1g40780
BdiBd21-3.1G0536900.2	Bradi1g40780
BdiBd21-3.1G0536900.3	Bradi1g40780
BdiBd21-3.1G0536900.4	Bradi1g40780
BdiBd21-3.1G0537000.1	Bradi1g40846
BdiBd21-3.1G0537400.1	Bradi1g40980
BdiBd21-3.1G0537500.1	Bradi1g40985
BdiBd21-3.1G0537600.1	Bradi1g40990
BdiBd21-3.1G0537700.1	Bradi1g40997
BdiBd21-3.1G0537700.2	Bradi1g40997
BdiBd21-3.1G0537700.3	Bradi1g40997
BdiBd21-3.1G0537800.1	Bradi1g41010
BdiBd21-3.1G0537900.1	Bradi1g41115
BdiBd21-3.1G0538200.1	Bradi1g41173
BdiBd21-3.1G0538400.1	Bradi1g41221
BdiBd21-3.1G0538400.2	Bradi1g41221
BdiBd21-3.1G0538400.3	Bradi1g41221
BdiBd21-3.1G0538400.4	Bradi1g41221
