TF_ID	Gene_ID	Family
Bradi2g15405.1.p	Bradi2g15405	WRKY
Bradi2g15800.6.p	Bradi2g15800	NF-YB
Bradi2g15872.1.p	Bradi2g15872	WRKY
Bradi2g15877.1.p	Bradi2g15877	WRKY
Bradi2g15940.1.p	Bradi2g15940	bZIP
Bradi2g15940.2.p	Bradi2g15940	bZIP
Bradi2g15940.3.p	Bradi2g15940	bZIP
Bradi2g16150.1.p	Bradi2g16150	WRKY
Bradi2g16357.2.p	Bradi2g16357	WRKY
Bradi2g16780.2.p	Bradi2g16780	Trihelix
Bradi2g16780.3.p	Bradi2g16780	Trihelix
Bradi2g17615.1.p	Bradi2g17615	FAR1
Bradi2g18200.1.p	Bradi2g18200	bHLH
Bradi2g18396.1.p	Bradi2g18396	FAR1
Bradi2g18530.1.p	Bradi2g18530	WRKY
Bradi2g18980.2.p	Bradi2g18980	HSF
Bradi2g18980.3.p	Bradi2g18980	HSF
Bradi2g18980.4.p	Bradi2g18980	HSF
Bradi2g19070.1.p	Bradi2g19070	WRKY
Bradi2g19480.1.p	Bradi2g19480	GATA
Bradi2g19480.2.p	Bradi2g19480	GATA
Bradi2g19820.1.p	Bradi2g19820	VOZ
Bradi2g19930.1.p	Bradi2g19930	Dof
Bradi2g20060.2.p	Bradi2g20060	TCP
Bradi2g20060.3.p	Bradi2g20060	TCP
Bradi2g20060.4.p	Bradi2g20060	TCP
Bradi2g20060.5.p	Bradi2g20060	TCP
Bradi2g20347.1.p	Bradi2g20347	CPP
Bradi2g20590.1.p	Bradi2g20590	NAC
Bradi2g20720.2.p	Bradi2g20720	bHLH
Bradi2g20720.3.p	Bradi2g20720	bHLH
Bradi2g20720.4.p	Bradi2g20720	bHLH
Bradi2g20760.1.p	Bradi2g20760	GRAS
Bradi2g21197.1.p	Bradi2g21197	bZIP
Bradi2g21255.1.p	Bradi2g21255	FAR1
Bradi2g21270.1.p	Bradi2g21270	FAR1
Bradi2g21290.1.p	Bradi2g21290	NF-YC
Bradi2g21380.1.p	Bradi2g21380	bZIP
Bradi2g21473.1.p	Bradi2g21473	FAR1
Bradi2g21820.1.p	Bradi2g21820	bZIP
Bradi2g21820.2.p	Bradi2g21820	bZIP
Bradi2g22010.1.p	Bradi2g22010	GRAS
Bradi2g22227.1.p	Bradi2g22227	FAR1
Bradi2g22230.1.p	Bradi2g22230	WRKY
Bradi2g22241.1.p	Bradi2g22241	WRKY
Bradi2g22440.1.p	Bradi2g22440	WRKY
Bradi2g22440.2.p	Bradi2g22440	WRKY
Bradi2g22440.5.p	Bradi2g22440	WRKY
Bradi2g22810.1.p	Bradi2g22810	bHLH
Bradi2g22940.1.p	Bradi2g22940	NF-YB
Bradi2g22940.2.p	Bradi2g22940	NF-YB
Bradi2g23520.1.p	Bradi2g23520	bHLH
Bradi2g23890.4.p	Bradi2g23890	bZIP
Bradi2g23967.1.p	Bradi2g23967	NAC
Bradi2g24040.1.p	Bradi2g24040	Dof
Bradi2g24120.3.p	Bradi2g24120	bZIP
Bradi2g24790.1.p	Bradi2g24790	NAC
Bradi2g24790.2.p	Bradi2g24790	NAC
Bradi2g24987.1.p	Bradi2g24987	NAC
Bradi2g24987.2.p	Bradi2g24987	NAC
Bradi2g25150.1.p	Bradi2g25150	NAC
Bradi2g25270.2.p	Bradi2g25270	LBD
Bradi2g25270.3.p	Bradi2g25270	LBD
Bradi2g25400.1.p	Bradi2g25400	bZIP
Bradi2g25400.2.p	Bradi2g25400	bZIP
Bradi2g25580.1.p	Bradi2g25580	SBP
Bradi2g26120.1.p	Bradi2g26120	FAR1
Bradi2g26342.2.p	Bradi2g26342	FAR1
Bradi2g26823.1.p	Bradi2g26823	SRS
Bradi2g26823.2.p	Bradi2g26823	SRS
Bradi2g27040.1.p	Bradi2g27040	FAR1
Bradi2g27040.2.p	Bradi2g27040	FAR1
Bradi2g28020.1.p	Bradi2g28020	NAC
Bradi2g30695.1.p	Bradi2g30695	WRKY
Bradi2g30800.2.p	Bradi2g30800	WRKY
Bradi2g31180.2.p	Bradi2g31180	FAR1
Bradi2g31180.3.p	Bradi2g31180	FAR1
Bradi2g31710.1.p	Bradi2g31710	Nin-like
Bradi2g31710.2.p	Bradi2g31710	Nin-like
Bradi2g31710.3.p	Bradi2g31710	Nin-like
Bradi2g32740.1.p	Bradi2g32740	FAR1
Bradi2g32792.1.p	Bradi2g32792	GATA
Bradi2g33307.2.p	Bradi2g33307	NAC
Bradi2g33540.1.p	Bradi2g33540	WRKY
Bradi2g34520.1.p	Bradi2g34520	LBD
Bradi2g34520.2.p	Bradi2g34520	LBD
Bradi2g34600.1.p	Bradi2g34600	bHLH
Bradi2g35057.1.p	Bradi2g35057	GATA
Bradi2g35727.1.p	Bradi2g35727	FAR1
Bradi2g36740.1.p	Bradi2g36740	bHLH
Bradi2g36810.2.p	Bradi2g36810	FAR1
Bradi2g37130.1.p	Bradi2g37130	Dof
Bradi2g37383.2.p	Bradi2g37383	FAR1
Bradi2g37795.1.p	Bradi2g37795	FAR1
Bradi2g37961.1.p	Bradi2g37961	LBD
Bradi2g38230.2.p	Bradi2g38230	Trihelix
Bradi2g38230.4.p	Bradi2g38230	Trihelix
Bradi2g38380.1.p	Bradi2g38380	bZIP
Bradi2g39970.1.p	Bradi2g39970	bHLH
Bradi2g40026.1.p	Bradi2g40026	NAC
Bradi2g40582.1.p	Bradi2g40582	bZIP
Bradi2g40920.1.p	Bradi2g40920	Nin-like
Bradi2g41390.1.p	Bradi2g41390	bHLH
Bradi2g41530.1.p	Bradi2g41530	HSF
Bradi2g41585.2.p	Bradi2g41585	LBD
Bradi2g41670.1.p	Bradi2g41670	bHLH
Bradi2g42023.1.p	Bradi2g42023	WRKY
Bradi2g42426.2.p	Bradi2g42426	FAR1
Bradi2g43340.3.p	Bradi2g43340	CPP
Bradi2g44035.1.p	Bradi2g44035	WRKY
Bradi2g44050.1.p	Bradi2g44050	HSF
Bradi2g44050.2.p	Bradi2g44050	HSF
Bradi2g44090.1.p	Bradi2g44090	WRKY
Bradi2g44090.2.p	Bradi2g44090	WRKY
Bradi2g44117.10.p	Bradi2g44117	bHLH
Bradi2g44117.1.p	Bradi2g44117	bHLH
Bradi2g44117.2.p	Bradi2g44117	bHLH
Bradi2g44117.4.p	Bradi2g44117	bHLH
Bradi2g44117.6.p	Bradi2g44117	bHLH
Bradi2g44117.7.p	Bradi2g44117	bHLH
Bradi2g44117.8.p	Bradi2g44117	bHLH
Bradi2g44117.9.p	Bradi2g44117	bHLH
Bradi2g44270.1.p	Bradi2g44270	WRKY
Bradi2g44270.2.p	Bradi2g44270	WRKY
Bradi2g44540.1.p	Bradi2g44540	ZF-HD
Bradi2g45117.1.p	Bradi2g45117	GRAS
Bradi2g45480.1.p	Bradi2g45480	WRKY
Bradi2g45480.2.p	Bradi2g45480	WRKY
Bradi2g45567.1.p	Bradi2g45567	bZIP
Bradi2g45750.1.p	Bradi2g45750	GATA
Bradi2g45900.1.p	Bradi2g45900	WRKY
Bradi2g46020.1.p	Bradi2g46020	NAC
Bradi2g46197.2.p	Bradi2g46197	NAC
Bradi2g46197.3.p	Bradi2g46197	NAC
Bradi2g46197.4.p	Bradi2g46197	NAC
Bradi2g46197.5.p	Bradi2g46197	NAC
Bradi2g46320.1.p	Bradi2g46320	Trihelix
Bradi2g46320.2.p	Bradi2g46320	Trihelix
Bradi2g46427.1.p	Bradi2g46427	NAC
Bradi2g46483.1.p	Bradi2g46483	NAC
Bradi2g46527.2.p	Bradi2g46527	E2F/DP
Bradi2g46527.3.p	Bradi2g46527	E2F/DP
Bradi2g46980.1.p	Bradi2g46980	NAC
Bradi2g47730.1.p	Bradi2g47730	bHLH
Bradi2g47810.1.p	Bradi2g47810	bHLH
Bradi2g48090.1.p	Bradi2g48090	WRKY
Bradi2g48320.1.p	Bradi2g48320	Trihelix
Bradi2g48320.2.p	Bradi2g48320	Trihelix
Bradi2g48907.1.p	Bradi2g48907	WRKY
Bradi2g48990.1.p	Bradi2g48990	HSF
Bradi2g49020.1.p	Bradi2g49020	WRKY
Bradi2g49620.1.p	Bradi2g49620	GATA
Bradi2g49860.1.p	Bradi2g49860	HSF
Bradi2g49860.3.p	Bradi2g49860	HSF
Bradi2g49860.4.p	Bradi2g49860	HSF
Bradi2g49906.1.p	Bradi2g49906	WRKY
Bradi2g49906.2.p	Bradi2g49906	WRKY
Bradi2g50070.1.p	Bradi2g50070	VOZ
Bradi2g50193.1.p	Bradi2g50193	TCP
Bradi2g50220.1.p	Bradi2g50220	bZIP
Bradi2g50370.1.p	Bradi2g50370	Dof
Bradi2g50540.1.p	Bradi2g50540	CPP
Bradi2g50540.2.p	Bradi2g50540	CPP
Bradi2g50540.3.p	Bradi2g50540	CPP
Bradi2g50540.4.p	Bradi2g50540	CPP
Bradi2g50540.5.p	Bradi2g50540	CPP
Bradi2g50540.6.p	Bradi2g50540	CPP
Bradi2g50540.7.p	Bradi2g50540	CPP
Bradi2g50540.8.p	Bradi2g50540	CPP
Bradi2g50687.1.p	Bradi2g50687	TCP
Bradi2g50687.2.p	Bradi2g50687	TCP
Bradi2g51310.2.p	Bradi2g51310	LBD
Bradi2g51310.3.p	Bradi2g51310	LBD
Bradi2g51310.4.p	Bradi2g51310	LBD
Bradi2g51990.1.p	Bradi2g51990	bHLH
Bradi2g51990.3.p	Bradi2g51990	bHLH
Bradi2g52227.1.p	Bradi2g52227	GRAS
Bradi2g52590.3.p	Bradi2g52590	bZIP
Bradi2g52590.4.p	Bradi2g52590	bZIP
Bradi2g52815.1.p	Bradi2g52815	FAR1
Bradi2g52860.1.p	Bradi2g52860	bZIP
Bradi2g53060.2.p	Bradi2g53060	bZIP
Bradi2g53060.3.p	Bradi2g53060	bZIP
Bradi2g53060.4.p	Bradi2g53060	bZIP
Bradi2g53060.5.p	Bradi2g53060	bZIP
Bradi2g53060.6.p	Bradi2g53060	bZIP
Bradi2g53260.1.p	Bradi2g53260	NAC
Bradi2g53486.1.p	Bradi2g53486	WRKY
Bradi2g53495.1.p	Bradi2g53495	WRKY
Bradi2g53500.2.p	Bradi2g53500	WRKY
Bradi2g53510.2.p	Bradi2g53510	WRKY
Bradi2g53510.3.p	Bradi2g53510	WRKY
Bradi2g53520.1.p	Bradi2g53520	WRKY
Bradi2g53690.1.p	Bradi2g53690	LBD
Bradi2g53760.1.p	Bradi2g53760	WRKY
Bradi2g54030.1.p	Bradi2g54030	bHLH
Bradi2g54200.2.p	Bradi2g54200	NF-YB
Bradi2g54200.3.p	Bradi2g54200	NF-YB
Bradi2g54200.4.p	Bradi2g54200	NF-YB
Bradi2g54670.5.p	Bradi2g54670	GRAS
Bradi2g54670.6.p	Bradi2g54670	GRAS
Bradi2g54670.7.p	Bradi2g54670	GRAS
Bradi2g54670.8.p	Bradi2g54670	GRAS
Bradi2g54720.2.p	Bradi2g54720	WRKY
Bradi2g54720.3.p	Bradi2g54720	WRKY
Bradi2g55550.1.p	Bradi2g55550	bZIP
Bradi2g55567.2.p	Bradi2g55567	bZIP
Bradi2g55567.3.p	Bradi2g55567	bZIP
Bradi2g55567.4.p	Bradi2g55567	bZIP
Bradi2g55567.6.p	Bradi2g55567	bZIP
Bradi2g55567.7.p	Bradi2g55567	bZIP
Bradi2g55567.8.p	Bradi2g55567	bZIP
Bradi2g55567.9.p	Bradi2g55567	bZIP
Bradi2g55780.1.p	Bradi2g55780	NAC
Bradi2g55935.1.p	Bradi2g55935	FAR1
Bradi2g55980.1.p	Bradi2g55980	Dof
Bradi2g56096.1.p	Bradi2g56096	bZIP
Bradi2g56826.1.p	Bradi2g56826	FAR1
Bradi2g56826.2.p	Bradi2g56826	FAR1
Bradi2g56910.1.p	Bradi2g56910	GRAS
Bradi2g57100.1.p	Bradi2g57100	NAC
Bradi2g57297.1.p	Bradi2g57297	NAC
Bradi2g57297.2.p	Bradi2g57297	NAC
Bradi2g57380.2.p	Bradi2g57380	LBD
Bradi2g57380.3.p	Bradi2g57380	LBD
Bradi2g57800.1.p	Bradi2g57800	bHLH
Bradi2g57800.2.p	Bradi2g57800	bHLH
Bradi2g57800.3.p	Bradi2g57800	bHLH
Bradi2g57800.4.p	Bradi2g57800	bHLH
Bradi2g57800.5.p	Bradi2g57800	bHLH
Bradi2g57800.6.p	Bradi2g57800	bHLH
Bradi2g57800.7.p	Bradi2g57800	bHLH
Bradi2g57940.1.p	Bradi2g57940	GRAS
Bradi2g58630.2.p	Bradi2g58630	bHLH
Bradi2g59110.1.p	Bradi2g59110	SBP
Bradi2g59110.2.p	Bradi2g59110	SBP
Bradi2g59137.1.p	Bradi2g59137	CAMTA
Bradi2g59137.2.p	Bradi2g59137	CAMTA
Bradi2g59137.3.p	Bradi2g59137	CAMTA
Bradi2g59137.4.p	Bradi2g59137	CAMTA
Bradi2g59240.1.p	Bradi2g59240	TCP
Bradi2g59240.2.p	Bradi2g59240	TCP
Bradi2g59440.2.p	Bradi2g59440	Trihelix
Bradi2g59497.2.p	Bradi2g59497	bHLH
Bradi2g60030.3.p	Bradi2g60030	NF-YB
Bradi2g60050.1.p	Bradi2g60050	NF-YB
Bradi2g60620.1.p	Bradi2g60620	NAC
Bradi2g60750.1.p	Bradi2g60750	GRAS
Bradi2g60750.2.p	Bradi2g60750	GRAS
Bradi2g60970.1.p	Bradi2g60970	bHLH
Bradi2g60970.2.p	Bradi2g60970	bHLH
Bradi2g61050.1.p	Bradi2g61050	bHLH
Bradi2g61050.2.p	Bradi2g61050	bHLH
Bradi2g61120.1.p	Bradi2g61120	SRS
Bradi2g61120.2.p	Bradi2g61120	SRS
Bradi2g61631.1.p	Bradi2g61631	FAR1
Bradi2g61760.1.p	Bradi2g61760	Nin-like
Bradi2g62131.1.p	Bradi2g62131	WRKY
Bradi2g62380.2.p	Bradi2g62380	Dof
Bradi2g62660.1.p	Bradi2g62660	GATA
Bradi3g00300.1.p	Bradi3g00300	bZIP
Bradi3g00697.1.p	Bradi3g00697	Trihelix
Bradi3g01540.1.p	Bradi3g01540	bHLH
Bradi3g01901.3.p	Bradi3g01901	bHLH
Bradi3g01901.4.p	Bradi3g01901	bHLH
Bradi3g01901.5.p	Bradi3g01901	bHLH
Bradi3g01901.6.p	Bradi3g01901	bHLH
Bradi3g01901.7.p	Bradi3g01901	bHLH
Bradi3g01910.1.p	Bradi3g01910	bHLH
Bradi3g01910.2.p	Bradi3g01910	bHLH
Bradi3g02730.1.p	Bradi3g02730	bZIP
Bradi3g02730.2.p	Bradi3g02730	bZIP
Bradi3g02730.3.p	Bradi3g02730	bZIP
Bradi3g02730.4.p	Bradi3g02730	bZIP
Bradi3g02730.5.p	Bradi3g02730	bZIP
Bradi3g02800.1.p	Bradi3g02800	BES1
Bradi3g02800.2.p	Bradi3g02800	BES1
Bradi3g02800.3.p	Bradi3g02800	BES1
Bradi3g02800.4.p	Bradi3g02800	BES1
Bradi3g02980.1.p	Bradi3g02980	bZIP
Bradi3g03170.1.p	Bradi3g03170	Nin-like
Bradi3g03510.2.p	Bradi3g03510	SBP
Bradi3g03510.3.p	Bradi3g03510	SBP
Bradi3g03510.4.p	Bradi3g03510	SBP
Bradi3g03510.5.p	Bradi3g03510	SBP
Bradi3g03510.6.p	Bradi3g03510	SBP
Bradi3g03510.7.p	Bradi3g03510	SBP
Bradi3g03800.1.p	Bradi3g03800	GATA
Bradi3g03810.2.p	Bradi3g03810	GATA
Bradi3g04450.1.p	Bradi3g04450	Whirly
Bradi3g05270.1.p	Bradi3g05270	NF-YC
Bradi3g05510.1.p	Bradi3g05510	SBP
Bradi3g05510.2.p	Bradi3g05510	SBP
Bradi3g05530.1.p	Bradi3g05530	Trihelix
Bradi3g05577.1.p	Bradi3g05577	bZIP
Bradi3g05720.1.p	Bradi3g05720	SBP
Bradi3g06070.1.p	Bradi3g06070	WRKY
Bradi3g06160.1.p	Bradi3g06160	bZIP
Bradi3g06670.1.p	Bradi3g06670	bZIP
Bradi3g07031.1.p	Bradi3g07031	bZIP
Bradi3g07031.2.p	Bradi3g07031	bZIP
Bradi3g07160.1.p	Bradi3g07160	GRAS
Bradi3g07540.1.p	Bradi3g07540	bZIP
Bradi3g08240.3.p	Bradi3g08240	GATA
Bradi3g08280.1.p	Bradi3g08280	bHLH
Bradi3g08810.1.p	Bradi3g08810	bHLH
Bradi3g08870.1.p	Bradi3g08870	HSF
Bradi3g08967.1.p	Bradi3g08967	BES1
Bradi3g09340.1.p	Bradi3g09340	bZIP
Bradi3g09520.2.p	Bradi3g09520	NAC
Bradi3g09520.3.p	Bradi3g09520	NAC
Bradi3g09670.1.p	Bradi3g09670	bHLH
Bradi3g09810.1.p	Bradi3g09810	WRKY
Bradi3g10190.1.p	Bradi3g10190	CPP
Bradi3g10414.1.p	Bradi3g10414	NAC
Bradi3g10416.1.p	Bradi3g10416	FAR1
Bradi3g10422.2.p	Bradi3g10422	FAR1
Bradi3g10422.3.p	Bradi3g10422	FAR1
Bradi3g10422.4.p	Bradi3g10422	FAR1
Bradi3g10437.2.p	Bradi3g10437	FAR1
Bradi3g10437.3.p	Bradi3g10437	FAR1
Bradi3g10450.1.p	Bradi3g10450	FAR1
Bradi3g10450.3.p	Bradi3g10450	FAR1
Bradi3g10450.4.p	Bradi3g10450	FAR1
Bradi3g10450.5.p	Bradi3g10450	FAR1
Bradi3g10540.2.p	Bradi3g10540	NAC
Bradi3g11520.1.p	Bradi3g11520	bHLH
Bradi3g11846.1.p	Bradi3g11846	FAR1
Bradi3g11846.2.p	Bradi3g11846	FAR1
Bradi3g12470.1.p	Bradi3g12470	NAC
Bradi3g12550.1.p	Bradi3g12550	LBD
Bradi3g13117.1.p	Bradi3g13117	NAC
Bradi3g13117.2.p	Bradi3g13117	NAC
Bradi3g13300.1.p	Bradi3g13300	bHLH
Bradi3g13630.1.p	Bradi3g13630	NAC
Bradi3g13727.1.p	Bradi3g13727	NAC
Bradi3g14240.1.p	Bradi3g14240	SRS
Bradi3g14590.1.p	Bradi3g14590	bHLH
Bradi3g14892.1.p	Bradi3g14892	FAR1
Bradi3g15440.1.p	Bradi3g15440	bHLH
Bradi3g15590.1.p	Bradi3g15590	bZIP
Bradi3g15670.1.p	Bradi3g15670	NF-YB
Bradi3g16121.10.p	Bradi3g16121	FAR1
Bradi3g16121.11.p	Bradi3g16121	FAR1
Bradi3g16121.2.p	Bradi3g16121	FAR1
Bradi3g16121.3.p	Bradi3g16121	FAR1
Bradi3g16121.5.p	Bradi3g16121	FAR1
Bradi3g16121.6.p	Bradi3g16121	FAR1
Bradi3g16121.7.p	Bradi3g16121	FAR1
Bradi3g16121.8.p	Bradi3g16121	FAR1
Bradi3g16121.9.p	Bradi3g16121	FAR1
Bradi3g16140.3.p	Bradi3g16140	GeBP
Bradi3g16480.1.p	Bradi3g16480	NAC
Bradi3g16812.1.p	Bradi3g16812	FAR1
Bradi3g17287.1.p	Bradi3g17287	NAC
Bradi3g17302.1.p	Bradi3g17302	FAR1
Bradi3g17346.1.p	Bradi3g17346	NF-YB
Bradi3g17357.3.p	Bradi3g17357	NF-YB
Bradi3g17357.4.p	Bradi3g17357	NF-YB
Bradi3g17357.5.p	Bradi3g17357	NF-YB
Bradi3g17539.1.p	Bradi3g17539	Trihelix
Bradi3g17573.1.p	Bradi3g17573	NAC
Bradi3g17790.2.p	Bradi3g17790	NF-YC
Bradi3g17790.3.p	Bradi3g17790	NF-YC
Bradi3g17802.1.p	Bradi3g17802	NF-YC
Bradi3g17810.1.p	Bradi3g17810	NF-YC
Bradi3g17815.1.p	Bradi3g17815	NF-YC
Bradi3g17822.1.p	Bradi3g17822	NF-YC
Bradi3g17830.1.p	Bradi3g17830	NF-YC
Bradi3g17981.1.p	Bradi3g17981	NF-YB
Bradi3g17987.1.p	Bradi3g17987	NF-YB
Bradi3g18580.1.p	Bradi3g18580	WRKY
Bradi3g19640.1.p	Bradi3g19640	WRKY
Bradi3g19640.2.p	Bradi3g19640	WRKY
Bradi3g19640.3.p	Bradi3g19640	WRKY
Bradi3g20427.1.p	Bradi3g20427	FAR1
Bradi3g20512.1.p	Bradi3g20512	FAR1
Bradi3g20603.1.p	Bradi3g20603	FAR1
Bradi3g20610.1.p	Bradi3g20610	GeBP
Bradi3g21380.1.p	Bradi3g21380	BBR-BPC
Bradi3g21390.1.p	Bradi3g21390	BBR-BPC
Bradi3g21390.2.p	Bradi3g21390	BBR-BPC
Bradi3g21460.10.p	Bradi3g21460	bHLH
Bradi3g21460.11.p	Bradi3g21460	bHLH
Bradi3g21460.12.p	Bradi3g21460	bHLH
Bradi3g21460.13.p	Bradi3g21460	bHLH
Bradi3g21460.1.p	Bradi3g21460	bHLH
Bradi3g21460.2.p	Bradi3g21460	bHLH
Bradi3g21460.5.p	Bradi3g21460	bHLH
Bradi3g21460.7.p	Bradi3g21460	bHLH
Bradi3g21460.8.p	Bradi3g21460	bHLH
Bradi3g21460.9.p	Bradi3g21460	bHLH
Bradi3g22040.1.p	Bradi3g22040	bZIP
Bradi3g22510.1.p	Bradi3g22510	LBD
Bradi3g23800.1.p	Bradi3g23800	CAMTA
Bradi3g23800.2.p	Bradi3g23800	CAMTA
Bradi3g24210.2.p	Bradi3g24210	GRAS
Bradi3g24210.3.p	Bradi3g24210	GRAS
Bradi3g25670.1.p	Bradi3g25670	Dof
Bradi3g26665.1.p	Bradi3g26665	NAC
Bradi3g26920.4.p	Bradi3g26920	HSF
Bradi3g26920.6.p	Bradi3g26920	HSF
Bradi3g26920.8.p	Bradi3g26920	HSF
Bradi3g27520.1.p	Bradi3g27520	E2F/DP
Bradi3g27520.2.p	Bradi3g27520	E2F/DP
Bradi3g27520.3.p	Bradi3g27520	E2F/DP
Bradi3g27520.4.p	Bradi3g27520	E2F/DP
Bradi3g27520.5.p	Bradi3g27520	E2F/DP
Bradi3g28003.1.p	Bradi3g28003	GATA
Bradi3g29324.1.p	Bradi3g29324	FAR1
Bradi3g29467.1.p	Bradi3g29467	FAR1
Bradi3g29940.1.p	Bradi3g29940	Dof
Bradi3g30410.1.p	Bradi3g30410	YABBY
Bradi3g30457.1.p	Bradi3g30457	Trihelix
Bradi3g30457.2.p	Bradi3g30457	Trihelix
Bradi3g30457.3.p	Bradi3g30457	Trihelix
Bradi3g30457.4.p	Bradi3g30457	Trihelix
Bradi3g31890.1.p	Bradi3g31890	bZIP
Bradi3g32890.1.p	Bradi3g32890	GRAS
Bradi3g33170.2.p	Bradi3g33170	bHLH
Bradi3g33170.3.p	Bradi3g33170	bHLH
Bradi3g33170.4.p	Bradi3g33170	bHLH
Bradi3g33170.5.p	Bradi3g33170	bHLH
Bradi3g33200.1.p	Bradi3g33200	GATA
Bradi3g33320.3.p	Bradi3g33320	NAC
Bradi3g33630.1.p	Bradi3g33630	Trihelix
Bradi3g33680.2.p	Bradi3g33680	NAC
Bradi3g33745.1.p	Bradi3g33745	FAR1
Bradi3g33820.1.p	Bradi3g33820	STAT
Bradi3g33820.2.p	Bradi3g33820	STAT
Bradi3g33957.2.p	Bradi3g33957	NAC
Bradi3g34200.1.p	Bradi3g34200	bHLH
Bradi3g34567.2.p	Bradi3g34567	WRKY
Bradi3g34567.3.p	Bradi3g34567	WRKY
Bradi3g34567.4.p	Bradi3g34567	WRKY
Bradi3g34670.10.p	Bradi3g34670	CPP
Bradi3g34670.11.p	Bradi3g34670	CPP
Bradi3g34670.12.p	Bradi3g34670	CPP
Bradi3g34670.1.p	Bradi3g34670	CPP
Bradi3g34670.2.p	Bradi3g34670	CPP
Bradi3g34670.3.p	Bradi3g34670	CPP
Bradi3g34670.4.p	Bradi3g34670	CPP
Bradi3g34670.5.p	Bradi3g34670	CPP
Bradi3g34670.6.p	Bradi3g34670	CPP
Bradi3g34670.7.p	Bradi3g34670	CPP
Bradi3g34670.8.p	Bradi3g34670	CPP
Bradi3g34670.9.p	Bradi3g34670	CPP
Bradi3g34850.1.p	Bradi3g34850	WRKY
Bradi3g34930.1.p	Bradi3g34930	NF-YB
Bradi3g35045.1.p	Bradi3g35045	FAR1
Bradi3g35280.1.p	Bradi3g35280	LBD
Bradi3g36590.2.p	Bradi3g36590	TCP
Bradi3g36610.1.p	Bradi3g36610	bHLH
Bradi3g36670.1.p	Bradi3g36670	NAC
Bradi3g36670.2.p	Bradi3g36670	NAC
Bradi3g36670.3.p	Bradi3g36670	NAC
Bradi3g36670.4.p	Bradi3g36670	NAC
Bradi3g37040.1.p	Bradi3g37040	ZF-HD
Bradi3g37043.1.p	Bradi3g37043	ZF-HD
Bradi3g37067.1.p	Bradi3g37067	NAC
Bradi3g37700.1.p	Bradi3g37700	Nin-like
Bradi3g37930.2.p	Bradi3g37930	GeBP
Bradi3g38179.2.p	Bradi3g38179	FAR1
Bradi3g38200.1.p	Bradi3g38200	bZIP
Bradi3g38200.3.p	Bradi3g38200	bZIP
Bradi3g38250.1.p	Bradi3g38250	bHLH
Bradi3g38360.1.p	Bradi3g38360	bHLH
Bradi3g38430.1.p	Bradi3g38430	ZF-HD
Bradi3g38510.1.p	Bradi3g38510	bHLH
Bradi3g38682.2.p	Bradi3g38682	Trihelix
Bradi3g38840.1.p	Bradi3g38840	bZIP
Bradi3g38890.1.p	Bradi3g38890	bHLH
Bradi3g38970.1.p	Bradi3g38970	bHLH
Bradi3g38970.3.p	Bradi3g38970	bHLH
Bradi3g38970.4.p	Bradi3g38970	bHLH
Bradi3g38970.5.p	Bradi3g38970	bHLH
Bradi3g38980.1.p	Bradi3g38980	Dof
Bradi3g39280.1.p	Bradi3g39280	NF-YC
Bradi3g39340.2.p	Bradi3g39340	WRKY
Bradi3g39927.1.p	Bradi3g39927	bHLH
Bradi3g39970.2.p	Bradi3g39970	EIL
Bradi3g39970.3.p	Bradi3g39970	EIL
Bradi3g39970.4.p	Bradi3g39970	EIL
Bradi3g39970.5.p	Bradi3g39970	EIL
Bradi3g40030.2.p	Bradi3g40030	SBP
Bradi3g40030.3.p	Bradi3g40030	SBP
Bradi3g40030.4.p	Bradi3g40030	SBP
Bradi3g40030.5.p	Bradi3g40030	SBP
Bradi3g40085.1.p	Bradi3g40085	NAC
Bradi3g40240.1.p	Bradi3g40240	SBP
Bradi3g40651.1.p	Bradi3g40651	LBD
Bradi3g40860.1.p	Bradi3g40860	bHLH
Bradi3g40860.2.p	Bradi3g40860	bHLH
Bradi3g41250.1.p	Bradi3g41250	SBP
Bradi3g41470.1.p	Bradi3g41470	NAC
Bradi3g41510.1.p	Bradi3g41510	bHLH
Bradi3g41510.2.p	Bradi3g41510	bHLH
Bradi3g41817.3.p	Bradi3g41817	bZIP
Bradi3g41930.1.p	Bradi3g41930	bHLH
Bradi3g41940.1.p	Bradi3g41940	bHLH
Bradi3g41950.1.p	Bradi3g41950	bHLH
Bradi3g41980.1.p	Bradi3g41980	bZIP
Bradi3g42130.1.p	Bradi3g42130	HSF
Bradi3g42197.1.p	Bradi3g42197	SRS
Bradi3g43250.3.p	Bradi3g43250	bHLH
Bradi3g43710.1.p	Bradi3g43710	HSF
Bradi3g44370.1.p	Bradi3g44370	Trihelix
Bradi3g44370.3.p	Bradi3g44370	Trihelix
Bradi3g44370.5.p	Bradi3g44370	Trihelix
Bradi3g44370.6.p	Bradi3g44370	Trihelix
Bradi3g44370.7.p	Bradi3g44370	Trihelix
Bradi3g44700.1.p	Bradi3g44700	HSF
Bradi3g45130.1.p	Bradi3g45130	E2F/DP
Bradi3g45130.2.p	Bradi3g45130	E2F/DP
Bradi3g45130.3.p	Bradi3g45130	E2F/DP
Bradi3g45130.4.p	Bradi3g45130	E2F/DP
Bradi3g45130.5.p	Bradi3g45130	E2F/DP
Bradi3g45130.6.p	Bradi3g45130	E2F/DP
Bradi3g45130.7.p	Bradi3g45130	E2F/DP
Bradi3g45130.8.p	Bradi3g45130	E2F/DP
